feature,importance,fold
CLOSED_DAYS_CREDIT_UPDATE_MEAN,73,3
CLOSED_CREDIT_DAY_OVERDUE_MAX,0,3
CLOSED_CREDIT_DAY_OVERDUE_MEAN,0,3
CLOSED_AMT_CREDIT_MAX_OVERDUE_MEAN,78,3
CLOSED_AMT_CREDIT_SUM_MAX,96,3
CLOSED_AMT_CREDIT_SUM_MEAN,159,3
CLOSED_AMT_CREDIT_SUM_SUM,105,3
CLOSED_AMT_CREDIT_SUM_DEBT_MAX,22,3
CLOSED_AMT_CREDIT_SUM_DEBT_MEAN,11,3
CLOSED_AMT_CREDIT_SUM_DEBT_SUM,8,3
CLOSED_AMT_CREDIT_SUM_OVERDUE_MEAN,0,3
CLOSED_AMT_CREDIT_SUM_LIMIT_MEAN,14,3
CLOSED_AMT_CREDIT_SUM_LIMIT_SUM,9,3
CLOSED_AMT_ANNUITY_MAX,39,3
CLOSED_AMT_ANNUITY_MEAN,15,3
CLOSED_CNT_CREDIT_PROLONG_SUM,0,3
CLOSED_MONTHS_BALANCE_MIN_MIN,13,3
CLOSED_MONTHS_BALANCE_MAX_MAX,1,3
CLOSED_MONTHS_BALANCE_SIZE_MEAN,55,3
CLOSED_MONTHS_BALANCE_SIZE_SUM,44,3
CLOSED_STATUS_SCORE_MAX_MAX,0,3
CLOSED_STATUS_SCORE_MAX_MEAN,9,3
CLOSED_STATUS_SCORE_MEAN_MEAN,23,3
CLOSED_STATUS_SCORE_RECENT6_MEAN_MEAN,10,3
CLOSED_STATUS_SCORE_TREND_MEAN,40,3
CLOSED_STATUS_SCORE_TREND_MAX,20,3
PREV_AMT_ANNUITY_MIN,73,3
PREV_AMT_ANNUITY_MAX,63,3
PREV_AMT_ANNUITY_MEAN,122,3
PREV_AMT_APPLICATION_MIN,32,3
PREV_AMT_APPLICATION_MAX,34,3
PREV_AMT_APPLICATION_MEAN,35,3
PREV_AMT_CREDIT_MIN,38,3
PREV_AMT_CREDIT_MAX,47,3
PREV_AMT_CREDIT_MEAN,68,3
PREV_APP_CREDIT_PERC_MIN,88,3
PREV_APP_CREDIT_PERC_MAX,53,3
PREV_APP_CREDIT_PERC_MEAN,81,3
PREV_APP_CREDIT_PERC_VAR,100,3
PREV_AMT_DOWN_PAYMENT_MIN,48,3
PREV_AMT_DOWN_PAYMENT_MAX,56,3
PREV_AMT_DOWN_PAYMENT_MEAN,83,3
PREV_AMT_GOODS_PRICE_MIN,31,3
PREV_AMT_GOODS_PRICE_MAX,29,3
PREV_AMT_GOODS_PRICE_MEAN,41,3
PREV_HOUR_APPR_PROCESS_START_MIN,12,3
PREV_HOUR_APPR_PROCESS_START_MAX,39,3
PREV_HOUR_APPR_PROCESS_START_MEAN,78,3
PREV_RATE_DOWN_PAYMENT_MIN,53,3
PREV_RATE_DOWN_PAYMENT_MAX,33,3
PREV_RATE_DOWN_PAYMENT_MEAN,41,3
PREV_DAYS_DECISION_MIN,81,3
PREV_DAYS_DECISION_MAX,106,3
PREV_DAYS_DECISION_MEAN,72,3
PREV_CNT_PAYMENT_MEAN,173,3
PREV_CNT_PAYMENT_SUM,59,3
PREV_SK_ID_PREV_MEAN,80,3
PREV_NFLAG_LAST_APPL_IN_DAY_MEAN,0,3
PREV_RATE_INTEREST_PRIMARY_MEAN,23,3
PREV_RATE_INTEREST_PRIVILEGED_MEAN,0,3
PREV_SELLERPLACE_AREA_MEAN,113,3
PREV_DAYS_FIRST_DRAWING_MEAN,90,3
PREV_DAYS_FIRST_DUE_MEAN,84,3
PREV_DAYS_LAST_DUE_1ST_VERSION_MEAN,171,3
PREV_DAYS_LAST_DUE_MEAN,145,3
PREV_DAYS_TERMINATION_MEAN,105,3
PREV_NFLAG_INSURED_ON_APPROVAL_MEAN,24,3
PREV_NAME_CONTRACT_TYPE_Cash_loans_MEAN,15,3
PREV_NAME_CONTRACT_TYPE_Consumer_loans_MEAN,16,3
PREV_NAME_CONTRACT_TYPE_Revolving_loans_MEAN,15,3
PREV_NAME_CONTRACT_TYPE_XNA_MEAN,0,3
PREV_NAME_CONTRACT_TYPE_nan_MEAN,0,3
PREV_WEEKDAY_APPR_PROCESS_START_FRIDAY_MEAN,42,3
PREV_WEEKDAY_APPR_PROCESS_START_MONDAY_MEAN,74,3
PREV_WEEKDAY_APPR_PROCESS_START_SATURDAY_MEAN,47,3
PREV_WEEKDAY_APPR_PROCESS_START_SUNDAY_MEAN,26,3
PREV_WEEKDAY_APPR_PROCESS_START_THURSDAY_MEAN,65,3
PREV_WEEKDAY_APPR_PROCESS_START_TUESDAY_MEAN,37,3
PREV_WEEKDAY_APPR_PROCESS_START_WEDNESDAY_MEAN,37,3
PREV_WEEKDAY_APPR_PROCESS_START_nan_MEAN,0,3
PREV_FLAG_LAST_APPL_PER_CONTRACT_N_MEAN,9,3
PREV_FLAG_LAST_APPL_PER_CONTRACT_Y_MEAN,1,3
PREV_FLAG_LAST_APPL_PER_CONTRACT_nan_MEAN,0,3
PREV_NAME_CASH_LOAN_PURPOSE_Building_a_house_or_an_annex_MEAN,0,3
PREV_NAME_CASH_LOAN_PURPOSE_Business_development_MEAN,0,3
PREV_NAME_CASH_LOAN_PURPOSE_Buying_a_garage_MEAN,0,3
PREV_NAME_CASH_LOAN_PURPOSE_Buying_a_holiday_home_land_MEAN,1,3
PREV_NAME_CASH_LOAN_PURPOSE_Buying_a_home_MEAN,1,3
PREV_NAME_CASH_LOAN_PURPOSE_Buying_a_new_car_MEAN,0,3
PREV_NAME_CASH_LOAN_PURPOSE_Buying_a_used_car_MEAN,0,3
PREV_NAME_CASH_LOAN_PURPOSE_Car_repairs_MEAN,7,3
PREV_NAME_CASH_LOAN_PURPOSE_Education_MEAN,0,3
PREV_NAME_CASH_LOAN_PURPOSE_Everyday_expenses_MEAN,1,3
PREV_NAME_CASH_LOAN_PURPOSE_Furniture_MEAN,3,3
PREV_NAME_CASH_LOAN_PURPOSE_Gasification_water_supply_MEAN,20,3
PREV_NAME_CASH_LOAN_PURPOSE_Hobby_MEAN,0,3
PREV_NAME_CASH_LOAN_PURPOSE_Journey_MEAN,0,3
PREV_NAME_CASH_LOAN_PURPOSE_Medicine_MEAN,3,3
PREV_NAME_CASH_LOAN_PURPOSE_Money_for_a_third_person_MEAN,0,3
PREV_NAME_CASH_LOAN_PURPOSE_Other_MEAN,6,3
PREV_NAME_CASH_LOAN_PURPOSE_Payments_on_other_loans_MEAN,1,3
PREV_NAME_CASH_LOAN_PURPOSE_Purchase_of_electronic_equipment_MEAN,0,3
PREV_NAME_CASH_LOAN_PURPOSE_Refusal_to_name_the_goal_MEAN,0,3
PREV_NAME_CASH_LOAN_PURPOSE_Repairs_MEAN,19,3
PREV_NAME_CASH_LOAN_PURPOSE_Urgent_needs_MEAN,16,3
PREV_NAME_CASH_LOAN_PURPOSE_Wedding_gift_holiday_MEAN,0,3
PREV_NAME_CASH_LOAN_PURPOSE_XAP_MEAN,2,3
PREV_NAME_CASH_LOAN_PURPOSE_XNA_MEAN,22,3
PREV_NAME_CASH_LOAN_PURPOSE_nan_MEAN,0,3
PREV_NAME_CONTRACT_STATUS_Approved_MEAN,34,3
PREV_NAME_CONTRACT_STATUS_Canceled_MEAN,39,3
PREV_NAME_CONTRACT_STATUS_Refused_MEAN,73,3
PREV_NAME_CONTRACT_STATUS_Unused_offer_MEAN,8,3
PREV_NAME_CONTRACT_STATUS_nan_MEAN,0,3
PREV_NAME_PAYMENT_TYPE_Cash_through_the_bank_MEAN,29,3
PREV_NAME_PAYMENT_TYPE_Cashless_from_the_account_of_the_employer_MEAN,0,3
PREV_NAME_PAYMENT_TYPE_Non_cash_from_your_account_MEAN,5,3
PREV_NAME_PAYMENT_TYPE_XNA_MEAN,61,3
PREV_NAME_PAYMENT_TYPE_nan_MEAN,0,3
PREV_CODE_REJECT_REASON_CLIENT_MEAN,1,3
PREV_CODE_REJECT_REASON_HC_MEAN,33,3
PREV_CODE_REJECT_REASON_LIMIT_MEAN,24,3
PREV_CODE_REJECT_REASON_SCO_MEAN,36,3
PREV_CODE_REJECT_REASON_SCOFR_MEAN,12,3
PREV_CODE_REJECT_REASON_SYSTEM_MEAN,0,3
PREV_CODE_REJECT_REASON_VERIF_MEAN,6,3
PREV_CODE_REJECT_REASON_XAP_MEAN,47,3
PREV_CODE_REJECT_REASON_XNA_MEAN,2,3
PREV_CODE_REJECT_REASON_nan_MEAN,0,3
PREV_NAME_TYPE_SUITE_Children_MEAN,1,3
PREV_NAME_TYPE_SUITE_Family_MEAN,23,3
PREV_NAME_TYPE_SUITE_Group_of_people_MEAN,1,3
PREV_NAME_TYPE_SUITE_Other_A_MEAN,5,3
PREV_NAME_TYPE_SUITE_Other_B_MEAN,4,3
PREV_NAME_TYPE_SUITE_Spouse_partner_MEAN,11,3
PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,67,3
PREV_NAME_TYPE_SUITE_nan_MEAN,61,3
PREV_NAME_CLIENT_TYPE_New_MEAN,60,3
PREV_NAME_CLIENT_TYPE_Refreshed_MEAN,81,3
PREV_NAME_CLIENT_TYPE_Repeater_MEAN,20,3
PREV_NAME_CLIENT_TYPE_XNA_MEAN,17,3
PREV_NAME_CLIENT_TYPE_nan_MEAN,0,3
PREV_NAME_GOODS_CATEGORY_Additional_Service_MEAN,0,3
PREV_NAME_GOODS_CATEGORY_Animals_MEAN,0,3
PREV_NAME_GOODS_CATEGORY_Audio_Video_MEAN,19,3
PREV_NAME_GOODS_CATEGORY_Auto_Accessories_MEAN,3,3
PREV_NAME_GOODS_CATEGORY_Clothing_and_Accessories_MEAN,7,3
PREV_NAME_GOODS_CATEGORY_Computers_MEAN,46,3
PREV_NAME_GOODS_CATEGORY_Construction_Materials_MEAN,19,3
PREV_NAME_GOODS_CATEGORY_Consumer_Electronics_MEAN,26,3
PREV_NAME_GOODS_CATEGORY_Direct_Sales_MEAN,14,3
PREV_NAME_GOODS_CATEGORY_Education_MEAN,0,3
PREV_NAME_GOODS_CATEGORY_Fitness_MEAN,0,3
PREV_NAME_GOODS_CATEGORY_Furniture_MEAN,21,3
PREV_NAME_GOODS_CATEGORY_Gardening_MEAN,9,3
PREV_NAME_GOODS_CATEGORY_Homewares_MEAN,5,3
PREV_NAME_GOODS_CATEGORY_House_Construction_MEAN,0,3
PREV_NAME_GOODS_CATEGORY_Insurance_MEAN,0,3
PREV_NAME_GOODS_CATEGORY_Jewelry_MEAN,1,3
PREV_NAME_GOODS_CATEGORY_Medical_Supplies_MEAN,0,3
PREV_NAME_GOODS_CATEGORY_Medicine_MEAN,2,3
PREV_NAME_GOODS_CATEGORY_Mobile_MEAN,31,3
PREV_NAME_GOODS_CATEGORY_Office_Appliances_MEAN,0,3
PREV_NAME_GOODS_CATEGORY_Other_MEAN,8,3
PREV_NAME_GOODS_CATEGORY_Photo_Cinema_Equipment_MEAN,38,3
PREV_NAME_GOODS_CATEGORY_Sport_and_Leisure_MEAN,24,3
PREV_NAME_GOODS_CATEGORY_Tourism_MEAN,0,3
PREV_NAME_GOODS_CATEGORY_Vehicles_MEAN,2,3
PREV_NAME_GOODS_CATEGORY_Weapon_MEAN,0,3
PREV_NAME_GOODS_CATEGORY_XNA_MEAN,20,3
PREV_NAME_GOODS_CATEGORY_nan_MEAN,0,3
PREV_NAME_PORTFOLIO_Cards_MEAN,8,3
PREV_NAME_PORTFOLIO_Cars_MEAN,0,3
PREV_NAME_PORTFOLIO_Cash_MEAN,40,3
PREV_NAME_PORTFOLIO_POS_MEAN,23,3
PREV_NAME_PORTFOLIO_XNA_MEAN,21,3
PREV_NAME_PORTFOLIO_nan_MEAN,0,3
PREV_NAME_PRODUCT_TYPE_XNA_MEAN,35,3
PREV_NAME_PRODUCT_TYPE_walk_in_MEAN,39,3
PREV_NAME_PRODUCT_TYPE_x_sell_MEAN,33,3
PREV_NAME_PRODUCT_TYPE_nan_MEAN,0,3
PREV_CHANNEL_TYPE_AP_Cash_loan__MEAN,23,3
PREV_CHANNEL_TYPE_Car_dealer_MEAN,1,3
PREV_CHANNEL_TYPE_Channel_of_corporate_sales_MEAN,40,3
PREV_CHANNEL_TYPE_Contact_center_MEAN,59,3
PREV_CHANNEL_TYPE_Country_wide_MEAN,44,3
PREV_CHANNEL_TYPE_Credit_and_cash_offices_MEAN,49,3
PREV_CHANNEL_TYPE_Regional_Local_MEAN,13,3
PREV_CHANNEL_TYPE_Stone_MEAN,29,3
PREV_CHANNEL_TYPE_nan_MEAN,0,3
PREV_NAME_SELLER_INDUSTRY_Auto_technology_MEAN,11,3
PREV_NAME_SELLER_INDUSTRY_Clothing_MEAN,8,3
PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,49,3
PREV_NAME_SELLER_INDUSTRY_Construction_MEAN,27,3
PREV_NAME_SELLER_INDUSTRY_Consumer_electronics_MEAN,28,3
PREV_NAME_SELLER_INDUSTRY_Furniture_MEAN,8,3
PREV_NAME_SELLER_INDUSTRY_Industry_MEAN,4,3
PREV_NAME_SELLER_INDUSTRY_Jewelry_MEAN,0,3
PREV_NAME_SELLER_INDUSTRY_MLM_partners_MEAN,2,3
PREV_NAME_SELLER_INDUSTRY_Tourism_MEAN,0,3
PREV_NAME_SELLER_INDUSTRY_XNA_MEAN,17,3
PREV_NAME_SELLER_INDUSTRY_nan_MEAN,0,3
PREV_NAME_YIELD_GROUP_XNA_MEAN,53,3
PREV_NAME_YIELD_GROUP_high_MEAN,96,3
PREV_NAME_YIELD_GROUP_low_action_MEAN,65,3
PREV_NAME_YIELD_GROUP_low_normal_MEAN,45,3
PREV_NAME_YIELD_GROUP_middle_MEAN,38,3
PREV_NAME_YIELD_GROUP_nan_MEAN,0,3
PREV_PRODUCT_COMBINATION_Card_Street_MEAN,31,3
PREV_PRODUCT_COMBINATION_Card_X_Sell_MEAN,14,3
PREV_PRODUCT_COMBINATION_Cash_MEAN,13,3
PREV_PRODUCT_COMBINATION_Cash_Street_high_MEAN,25,3
PREV_PRODUCT_COMBINATION_Cash_Street_low_MEAN,50,3
PREV_PRODUCT_COMBINATION_Cash_Street_middle_MEAN,22,3
PREV_PRODUCT_COMBINATION_Cash_X_Sell_high_MEAN,64,3
PREV_PRODUCT_COMBINATION_Cash_X_Sell_low_MEAN,55,3
PREV_PRODUCT_COMBINATION_Cash_X_Sell_middle_MEAN,36,3
PREV_PRODUCT_COMBINATION_POS_household_with_interest_MEAN,29,3
PREV_PRODUCT_COMBINATION_POS_household_without_interest_MEAN,18,3
PREV_PRODUCT_COMBINATION_POS_industry_with_interest_MEAN,25,3
PREV_PRODUCT_COMBINATION_POS_industry_without_interest_MEAN,12,3
PREV_PRODUCT_COMBINATION_POS_mobile_with_interest_MEAN,12,3
PREV_PRODUCT_COMBINATION_POS_mobile_without_interest_MEAN,6,3
PREV_PRODUCT_COMBINATION_POS_other_with_interest_MEAN,12,3
PREV_PRODUCT_COMBINATION_POS_others_without_interest_MEAN,0,3
PREV_PRODUCT_COMBINATION_nan_MEAN,0,3
APPROVED_AMT_ANNUITY_MIN,55,3
APPROVED_AMT_ANNUITY_MAX,43,3
APPROVED_AMT_ANNUITY_MEAN,87,3
APPROVED_AMT_APPLICATION_MIN,50,3
APPROVED_AMT_APPLICATION_MAX,49,3
APPROVED_AMT_APPLICATION_MEAN,39,3
APPROVED_AMT_CREDIT_MIN,60,3
APPROVED_AMT_CREDIT_MAX,64,3
APPROVED_AMT_CREDIT_MEAN,44,3
APPROVED_APP_CREDIT_PERC_MIN,66,3
APPROVED_APP_CREDIT_PERC_MAX,55,3
APPROVED_APP_CREDIT_PERC_MEAN,41,3
APPROVED_APP_CREDIT_PERC_VAR,103,3
APPROVED_AMT_DOWN_PAYMENT_MIN,32,3
APPROVED_AMT_DOWN_PAYMENT_MAX,79,3
APPROVED_AMT_DOWN_PAYMENT_MEAN,36,3
APPROVED_AMT_GOODS_PRICE_MIN,43,3
APPROVED_AMT_GOODS_PRICE_MAX,32,3
APPROVED_AMT_GOODS_PRICE_MEAN,21,3
APPROVED_HOUR_APPR_PROCESS_START_MIN,24,3
APPROVED_HOUR_APPR_PROCESS_START_MAX,45,3
APPROVED_HOUR_APPR_PROCESS_START_MEAN,69,3
APPROVED_RATE_DOWN_PAYMENT_MIN,18,3
APPROVED_RATE_DOWN_PAYMENT_MAX,46,3
APPROVED_RATE_DOWN_PAYMENT_MEAN,52,3
APPROVED_DAYS_DECISION_MIN,63,3
APPROVED_DAYS_DECISION_MAX,98,3
APPROVED_DAYS_DECISION_MEAN,53,3
APPROVED_CNT_PAYMENT_MEAN,146,3
APPROVED_CNT_PAYMENT_SUM,113,3
REFUSED_AMT_ANNUITY_MIN,44,3
REFUSED_AMT_ANNUITY_MAX,27,3
REFUSED_AMT_ANNUITY_MEAN,37,3
REFUSED_AMT_APPLICATION_MIN,35,3
REFUSED_AMT_APPLICATION_MAX,25,3
REFUSED_AMT_APPLICATION_MEAN,38,3
REFUSED_AMT_CREDIT_MIN,45,3
REFUSED_AMT_CREDIT_MAX,27,3
REFUSED_AMT_CREDIT_MEAN,26,3
REFUSED_APP_CREDIT_PERC_MIN,39,3
REFUSED_APP_CREDIT_PERC_MAX,38,3
REFUSED_APP_CREDIT_PERC_MEAN,38,3
REFUSED_APP_CREDIT_PERC_VAR,52,3
REFUSED_AMT_DOWN_PAYMENT_MIN,9,3
REFUSED_AMT_DOWN_PAYMENT_MAX,14,3
REFUSED_AMT_DOWN_PAYMENT_MEAN,9,3
REFUSED_AMT_GOODS_PRICE_MIN,38,3
REFUSED_AMT_GOODS_PRICE_MAX,8,3
REFUSED_AMT_GOODS_PRICE_MEAN,51,3
REFUSED_HOUR_APPR_PROCESS_START_MIN,32,3
REFUSED_HOUR_APPR_PROCESS_START_MAX,8,3
REFUSED_HOUR_APPR_PROCESS_START_MEAN,58,3
REFUSED_RATE_DOWN_PAYMENT_MIN,28,3
REFUSED_RATE_DOWN_PAYMENT_MAX,17,3
REFUSED_RATE_DOWN_PAYMENT_MEAN,4,3
REFUSED_DAYS_DECISION_MIN,38,3
REFUSED_DAYS_DECISION_MAX,73,3
REFUSED_DAYS_DECISION_MEAN,53,3
REFUSED_CNT_PAYMENT_MEAN,36,3
REFUSED_CNT_PAYMENT_SUM,28,3
POS_MONTHS_BALANCE_MAX,79,3
POS_MONTHS_BALANCE_MEAN,86,3
POS_MONTHS_BALANCE_SIZE,106,3
POS_SK_DPD_MAX,27,3
POS_SK_DPD_MEAN,44,3
POS_SK_DPD_DEF_MAX,52,3
POS_SK_DPD_DEF_MEAN,79,3
POS_SK_ID_PREV_MEAN,122,3
POS_CNT_INSTALMENT_MEAN,52,3
POS_CNT_INSTALMENT_FUTURE_MEAN,238,3
POS_NAME_CONTRACT_STATUS_Active_MEAN,115,3
POS_NAME_CONTRACT_STATUS_Amortized_debt_MEAN,0,3
POS_NAME_CONTRACT_STATUS_Approved_MEAN,3,3
POS_NAME_CONTRACT_STATUS_Canceled_MEAN,0,3
POS_NAME_CONTRACT_STATUS_Completed_MEAN,84,3
POS_NAME_CONTRACT_STATUS_Demand_MEAN,3,3
POS_NAME_CONTRACT_STATUS_Returned_to_the_store_MEAN,25,3
POS_NAME_CONTRACT_STATUS_Signed_MEAN,51,3
POS_NAME_CONTRACT_STATUS_XNA_MEAN,0,3
POS_NAME_CONTRACT_STATUS_nan_MEAN,0,3
POS_COUNT,15,3
INSTAL_NUM_INSTALMENT_VERSION_NUNIQUE,57,3
INSTAL_DPD_MAX,67,3
INSTAL_DPD_MEAN,156,3
INSTAL_DPD_SUM,49,3
INSTAL_DBD_MAX,129,3
INSTAL_DBD_MEAN,141,3
INSTAL_DBD_SUM,167,3
INSTAL_PAYMENT_PERC_MAX,16,3
INSTAL_PAYMENT_PERC_MEAN,97,3
INSTAL_PAYMENT_PERC_SUM,52,3
INSTAL_PAYMENT_PERC_VAR,91,3
INSTAL_PAYMENT_DIFF_MAX,125,3
INSTAL_PAYMENT_DIFF_MEAN,123,3
INSTAL_PAYMENT_DIFF_SUM,88,3
INSTAL_PAYMENT_DIFF_VAR,59,3
INSTAL_AMT_INSTALMENT_MAX,94,3
INSTAL_AMT_INSTALMENT_MEAN,47,3
INSTAL_AMT_INSTALMENT_SUM,85,3
INSTAL_AMT_PAYMENT_MIN,136,3
INSTAL_AMT_PAYMENT_MAX,66,3
INSTAL_AMT_PAYMENT_MEAN,94,3
INSTAL_AMT_PAYMENT_SUM,184,3
INSTAL_DAYS_ENTRY_PAYMENT_MAX,217,3
INSTAL_DAYS_ENTRY_PAYMENT_MEAN,46,3
INSTAL_DAYS_ENTRY_PAYMENT_SUM,115,3
INSTAL_SK_ID_PREV_MEAN,96,3
INSTAL_NUM_INSTALMENT_NUMBER_MEAN,133,3
INSTAL_DAYS_INSTALMENT_MEAN,56,3
INSTAL_COUNT,37,3
CC_MONTHS_BALANCE_MIN,6,3
CC_MONTHS_BALANCE_MAX,10,3
CC_MONTHS_BALANCE_MEAN,13,3
CC_MONTHS_BALANCE_SUM,21,3
CC_MONTHS_BALANCE_VAR,8,3
CC_AMT_BALANCE_MIN,13,3
CC_AMT_BALANCE_MAX,26,3
CC_AMT_BALANCE_MEAN,31,3
CC_AMT_BALANCE_SUM,11,3
CC_AMT_BALANCE_VAR,15,3
CC_AMT_CREDIT_LIMIT_ACTUAL_MIN,18,3
CC_AMT_CREDIT_LIMIT_ACTUAL_MAX,17,3
CC_AMT_CREDIT_LIMIT_ACTUAL_MEAN,61,3
CC_AMT_CREDIT_LIMIT_ACTUAL_SUM,24,3
CC_AMT_CREDIT_LIMIT_ACTUAL_VAR,31,3
CC_AMT_DRAWINGS_ATM_CURRENT_MIN,5,3
CC_AMT_DRAWINGS_ATM_CURRENT_MAX,32,3
CC_AMT_DRAWINGS_ATM_CURRENT_MEAN,28,3
CC_AMT_DRAWINGS_ATM_CURRENT_SUM,21,3
CC_AMT_DRAWINGS_ATM_CURRENT_VAR,27,3
CC_AMT_DRAWINGS_CURRENT_MIN,1,3
CC_AMT_DRAWINGS_CURRENT_MAX,15,3
CC_AMT_DRAWINGS_CURRENT_MEAN,14,3
CC_AMT_DRAWINGS_CURRENT_SUM,25,3
CC_AMT_DRAWINGS_CURRENT_VAR,6,3
CC_AMT_DRAWINGS_OTHER_CURRENT_MIN,0,3
CC_AMT_DRAWINGS_OTHER_CURRENT_MAX,9,3
CC_AMT_DRAWINGS_OTHER_CURRENT_MEAN,5,3
CC_AMT_DRAWINGS_OTHER_CURRENT_SUM,0,3
CC_AMT_DRAWINGS_OTHER_CURRENT_VAR,11,3
CC_AMT_DRAWINGS_POS_CURRENT_MIN,5,3
CC_AMT_DRAWINGS_POS_CURRENT_MAX,12,3
CC_AMT_DRAWINGS_POS_CURRENT_MEAN,17,3
CC_AMT_DRAWINGS_POS_CURRENT_SUM,31,3
CC_AMT_DRAWINGS_POS_CURRENT_VAR,29,3
CC_AMT_INST_MIN_REGULARITY_MIN,1,3
CC_AMT_INST_MIN_REGULARITY_MAX,5,3
CC_AMT_INST_MIN_REGULARITY_MEAN,9,3
CC_AMT_INST_MIN_REGULARITY_SUM,10,3
CC_AMT_INST_MIN_REGULARITY_VAR,24,3
CC_AMT_PAYMENT_CURRENT_MIN,15,3
CC_AMT_PAYMENT_CURRENT_MAX,26,3
CC_AMT_PAYMENT_CURRENT_MEAN,58,3
CC_AMT_PAYMENT_CURRENT_SUM,26,3
CC_AMT_PAYMENT_CURRENT_VAR,49,3
CC_AMT_PAYMENT_TOTAL_CURRENT_MIN,10,3
CC_AMT_PAYMENT_TOTAL_CURRENT_MAX,14,3
CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN,33,3
CC_AMT_PAYMENT_TOTAL_CURRENT_SUM,21,3
CC_AMT_PAYMENT_TOTAL_CURRENT_VAR,11,3
CC_AMT_RECEIVABLE_PRINCIPAL_MIN,7,3
CC_AMT_RECEIVABLE_PRINCIPAL_MAX,20,3
CC_AMT_RECEIVABLE_PRINCIPAL_MEAN,7,3
CC_AMT_RECEIVABLE_PRINCIPAL_SUM,4,3
CC_AMT_RECEIVABLE_PRINCIPAL_VAR,15,3
CC_AMT_RECIVABLE_MIN,8,3
CC_AMT_RECIVABLE_MAX,14,3
CC_AMT_RECIVABLE_MEAN,24,3
CC_AMT_RECIVABLE_SUM,7,3
CC_AMT_RECIVABLE_VAR,15,3
CC_AMT_TOTAL_RECEIVABLE_MIN,3,3
CC_AMT_TOTAL_RECEIVABLE_MAX,5,3
CC_AMT_TOTAL_RECEIVABLE_MEAN,3,3
CC_AMT_TOTAL_RECEIVABLE_SUM,2,3
CC_AMT_TOTAL_RECEIVABLE_VAR,7,3
CC_CNT_DRAWINGS_ATM_CURRENT_MIN,0,3
CC_CNT_DRAWINGS_ATM_CURRENT_MAX,25,3
CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,85,3
CC_CNT_DRAWINGS_ATM_CURRENT_SUM,25,3
CC_CNT_DRAWINGS_ATM_CURRENT_VAR,42,3
CC_CNT_DRAWINGS_CURRENT_MIN,2,3
CC_CNT_DRAWINGS_CURRENT_MAX,25,3
CC_CNT_DRAWINGS_CURRENT_MEAN,56,3
CC_CNT_DRAWINGS_CURRENT_SUM,41,3
CC_CNT_DRAWINGS_CURRENT_VAR,77,3
CC_CNT_DRAWINGS_OTHER_CURRENT_MIN,0,3
CC_CNT_DRAWINGS_OTHER_CURRENT_MAX,1,3
CC_CNT_DRAWINGS_OTHER_CURRENT_MEAN,2,3
CC_CNT_DRAWINGS_OTHER_CURRENT_SUM,4,3
CC_CNT_DRAWINGS_OTHER_CURRENT_VAR,20,3
CC_CNT_DRAWINGS_POS_CURRENT_MIN,8,3
CC_CNT_DRAWINGS_POS_CURRENT_MAX,16,3
CC_CNT_DRAWINGS_POS_CURRENT_MEAN,31,3
CC_CNT_DRAWINGS_POS_CURRENT_SUM,16,3
CC_CNT_DRAWINGS_POS_CURRENT_VAR,24,3
CC_CNT_INSTALMENT_MATURE_CUM_MIN,10,3
CC_CNT_INSTALMENT_MATURE_CUM_MAX,7,3
CC_CNT_INSTALMENT_MATURE_CUM_MEAN,12,3
CC_CNT_INSTALMENT_MATURE_CUM_SUM,9,3
CC_CNT_INSTALMENT_MATURE_CUM_VAR,21,3
CC_SK_DPD_MIN,0,3
CC_SK_DPD_MAX,3,3
CC_SK_DPD_MEAN,27,3
CC_SK_DPD_SUM,24,3
CC_SK_DPD_VAR,6,3
CC_SK_DPD_DEF_MIN,0,3
CC_SK_DPD_DEF_MAX,0,3
CC_SK_DPD_DEF_MEAN,42,3
CC_SK_DPD_DEF_SUM,5,3
CC_SK_DPD_DEF_VAR,3,3
CC_NAME_CONTRACT_STATUS_Active_MIN,2,3
CC_NAME_CONTRACT_STATUS_Active_MAX,0,3
CC_NAME_CONTRACT_STATUS_Active_MEAN,1,3
CC_NAME_CONTRACT_STATUS_Active_SUM,7,3
CC_NAME_CONTRACT_STATUS_Active_VAR,0,3
CC_NAME_CONTRACT_STATUS_Approved_MIN,0,3
CC_NAME_CONTRACT_STATUS_Approved_MAX,0,3
CC_NAME_CONTRACT_STATUS_Approved_MEAN,0,3
CC_NAME_CONTRACT_STATUS_Approved_SUM,0,3
CC_NAME_CONTRACT_STATUS_Approved_VAR,0,3
CC_NAME_CONTRACT_STATUS_Completed_MIN,0,3
CC_NAME_CONTRACT_STATUS_Completed_MAX,0,3
CC_NAME_CONTRACT_STATUS_Completed_MEAN,14,3
CC_NAME_CONTRACT_STATUS_Completed_SUM,0,3
CC_NAME_CONTRACT_STATUS_Completed_VAR,1,3
CC_NAME_CONTRACT_STATUS_Demand_MIN,0,3
CC_NAME_CONTRACT_STATUS_Demand_MAX,0,3
CC_NAME_CONTRACT_STATUS_Demand_MEAN,0,3
